location_name,location,Week,tavg,pres,year,epiweek,week,enddate,pavg
Arkansas,05,2010-03-27,8.62857142857143,1004.65,2010,201012,12,2010-03-27,1011.6749999999998
California,06,2010-03-27,15.223809523809523,1020.1333333333333,2010,201012,12,2010-03-27,1018.8333333333333
Colorado,08,2010-03-27,3.2047619047619045,1017.9,2010,201012,12,2010-03-27,1015.0190476190476
Connecticut,09,2010-03-27,7.633333333333333,1027.6000000000001,2010,201012,12,2010-03-27,1012.8571428571429
Delaware,10,2010-03-27,10.557142857142859,1027.3,2010,201012,12,2010-03-27,1012.8857142857144
Florida,12,2010-03-27,18.70952380952381,1017.0666666666666,2010,201012,12,2010-03-27,1015.9190476190477
Georgia,13,2010-03-27,12.252380952380951,1019.5,2010,201012,12,2010-03-27,1014.0380952380953
Hawaii,15,2010-03-27,23.042857142857144,1017.6999999999999,2010,201012,12,2010-03-27,1017.8833333333332
Idaho,16,2010-03-27,7.00952380952381,1028.0,2010,201012,12,2010-03-27,1019.0571428571429
Illinois,17,2010-03-27,4.442857142857143,1017.1333333333332,2010,201012,12,2010-03-27,1016.4380952380952
Indiana,18,2010-03-27,7.252380952380953,1017.1333333333332,2010,201012,12,2010-03-27,1013.5285714285714
Iowa,19,2010-03-27,6.076190476190476,1012.9666666666667,2010,201012,12,2010-03-27,1015.6619047619048
Kansas,20,2010-03-27,7.790476190476191,1005.4666666666667,2010,201012,12,2010-03-27,1012.7619047619048
Kentucky,21,2010-03-27,9.852380952380953,1016.8333333333334,2010,201012,12,2010-03-27,1012.3523809523809
Louisiana,22,2010-03-27,13.349999999999998,1012.15,2010,201012,12,2010-03-27,1014.1285714285714
Maine,23,2010-03-27,3.064285714285714,1028.2,2010,201012,12,2010-03-27,1018.2199999999999
Maryland,24,2010-03-27,11.157142857142858,1026.3999999999999,2010,201012,12,2010-03-27,1012.6809523809522
Massachusetts,25,2010-03-27,5.576190476190475,1027.5666666666666,2010,201012,12,2010-03-27,1013.252380952381
Michigan,26,2010-03-27,3.9047619047619047,1021.8000000000001,2010,201012,12,2010-03-27,1016.7952380952381
Minnesota,27,2010-03-27,4.5809523809523816,1013.6999999999999,2010,201012,12,2010-03-27,1017.0333333333332
Mississippi,28,2010-03-27,13.071428571428571,1013.1,2010,201012,12,2010-03-27,1012.9857142857144
Missouri,29,2010-03-27,7.771428571428572,1007.7000000000002,2010,201012,12,2010-03-27,1012.3595238095238
Montana,30,2010-03-27,5.8809523809523805,1022.5666666666666,2010,201012,12,2010-03-27,1015.952380952381
Nebraska,31,2010-03-27,5.428571428571429,1010.3000000000001,2010,201012,12,2010-03-27,1015.4
Nevada,32,2010-03-27,13.414285714285713,1022.9666666666666,2010,201012,12,2010-03-27,1015.8952380952379
New Hampshire,33,2010-03-27,4.314285714285715,1027.8666666666668,2010,201012,12,2010-03-27,1014.0380952380954
New Jersey,34,2010-03-27,9.50952380952381,1027.8999999999999,2010,201012,12,2010-03-27,1013.0095238095238
New Mexico,35,2010-03-27,7.714285714285714,1015.2,2010,201012,12,2010-03-27,1013.7428571428571
New York,36,2010-03-27,4.642857142857143,1026.1000000000001,2010,201012,12,2010-03-27,1014.8476190476192
North Carolina,37,2010-03-27,12.457142857142857,1023.5666666666666,2010,201012,12,2010-03-27,1013.357142857143
North Dakota,38,2010-03-27,1.4523809523809523,1015.2,2010,201012,12,2010-03-27,1016.3071428571429
Ohio,39,2010-03-27,5.542857142857144,1020.7000000000002,2010,201012,12,2010-03-27,1014.1190476190476
Oklahoma,40,2010-03-27,9.81904761904762,1002.5666666666666,2010,201012,12,2010-03-27,1011.2571428571429
Oregon,41,2010-03-27,9.471428571428572,1020.9333333333334,2010,201012,12,2010-03-27,1019.0571428571428
Pennsylvania,42,2010-03-27,9.623809523809525,1025.7333333333333,2010,201012,12,2010-03-27,1012.7928571428572
Rhode Island,44,2010-03-27,7.357142857142857,1027.7,2010,201012,12,2010-03-27,1013.2571428571429
South Carolina,45,2010-03-27,14.542857142857143,1022.0666666666666,2010,201012,12,2010-03-27,1014.6714285714286
South Dakota,46,2010-03-27,4.123809523809523,1014.1,2010,201012,12,2010-03-27,1015.2619047619048
Tennessee,47,2010-03-27,10.614285714285714,1015.1666666666666,2010,201012,12,2010-03-27,1012.2857142857144
Texas,48,2010-03-27,13.790476190476193,1009.7000000000002,2010,201012,12,2010-03-27,1014.4023809523808
Utah,49,2010-03-27,5.952380952380952,1026.7,2010,201012,12,2010-03-27,1017.9857142857143
Vermont,50,2010-03-27,1.2190476190476187,1028.1,2010,201012,12,2010-03-27,1015.5
Virginia,51,2010-03-27,13.085714285714287,1025.3333333333333,2010,201012,12,2010-03-27,1013.5047619047618
Washington,53,2010-03-27,8.819047619047618,1022.2999999999998,2010,201012,12,2010-03-27,1017.5095238095238
West Virginia,54,2010-03-27,9.495238095238095,1020.5,2010,201012,12,2010-03-27,1012.4809523809524
Wisconsin,55,2010-03-27,2.9476190476190474,1017.6333333333333,2010,201012,12,2010-03-27,1017.7857142857143
Wyoming,56,2010-03-27,2.2500000000000004,1019.8,2010,201012,12,2010-03-27,1015.25
Alabama,01,2010-04-03,15.752380952380955,1016.8333333333334,2010,201013,13,2010-04-03,1015.395238095238
Alaska,02,2010-04-03,2.061904761904762,992.1666666666666,2010,201013,13,2010-04-03,987.7142857142857
Arizona,04,2010-04-03,18.866666666666667,1010.6,2010,201013,13,2010-04-03,1011.4619047619047
Arkansas,05,2010-04-03,15.242857142857146,1012.6,2010,201013,13,2010-04-03,1011.1357142857144
California,06,2010-04-03,14.309523809523808,1016.1333333333332,2010,201013,13,2010-04-03,1016.3095238095237
Colorado,08,2010-04-03,9.057142857142859,1005.1333333333333,2010,201013,13,2010-04-03,1004.9333333333333
Connecticut,09,2010-04-03,9.138095238095238,1020.6,2010,201013,13,2010-04-03,1014.4809523809524
Delaware,10,2010-04-03,10.442857142857141,1020.2,2010,201013,13,2010-04-03,1015.6333333333332
Florida,12,2010-04-03,19.6,1018.15,2010,201013,13,2010-04-03,1016.397619047619
Georgia,13,2010-04-03,16.76666666666667,1017.6666666666666,2010,201013,13,2010-04-03,1014.909523809524
Hawaii,15,2010-04-03,23.47142857142857,1019.6,2010,201013,13,2010-04-03,1020.4571428571428
Idaho,16,2010-04-03,6.076190476190475,1012.5,2010,201013,13,2010-04-03,1009.3833333333333
Illinois,17,2010-04-03,12.642857142857142,1009.0666666666666,2010,201013,13,2010-04-03,1009.6714285714286
Indiana,18,2010-04-03,13.56190476190476,1011.0666666666666,2010,201013,13,2010-04-03,1011.6666666666667
Iowa,19,2010-04-03,13.59047619047619,1009.1666666666666,2010,201013,13,2010-04-03,1007.0952380952382
Kansas,20,2010-04-03,15.666666666666666,1010.9,2010,201013,13,2010-04-03,1007.395238095238
Kentucky,21,2010-04-03,14.766666666666666,1013.2666666666668,2010,201013,13,2010-04-03,1013.0666666666666
Louisiana,22,2010-04-03,17.535714285714285,1014.75,2010,201013,13,2010-04-03,1015.3714285714286
Maine,23,2010-04-03,7.1499999999999995,1018.5,2010,201013,13,2010-04-03,1016.7857142857143
Maryland,24,2010-04-03,12.533333333333333,1018.6333333333333,2010,201013,13,2010-04-03,1014.3714285714286
Massachusetts,25,2010-04-03,9.295238095238094,1019.2333333333332,2010,201013,13,2010-04-03,1015.3428571428574
Michigan,26,2010-04-03,11.619047619047617,1008.6333333333333,2010,201013,13,2010-04-03,1011.7190476190475
Minnesota,27,2010-04-03,12.928571428571427,1004.6999999999999,2010,201013,13,2010-04-03,1004.5238095238094
Mississippi,28,2010-04-03,16.823809523809523,1015.4,2010,201013,13,2010-04-03,1014.995238095238
Missouri,29,2010-04-03,14.714285714285714,1011.6333333333333,2010,201013,13,2010-04-03,1009.1238095238095
Montana,30,2010-04-03,5.319047619047619,1004.1999999999999,2010,201013,13,2010-04-03,1005.3476190476191
Nebraska,31,2010-04-03,14.04761904761905,1008.7000000000002,2010,201013,13,2010-04-03,1004.9714285714286
Nevada,32,2010-04-03,12.719047619047618,1008.1333333333333,2010,201013,13,2010-04-03,1009.5714285714286
New Hampshire,33,2010-04-03,9.195238095238095,1018.8,2010,201013,13,2010-04-03,1016.0904761904761
New Jersey,34,2010-04-03,10.19047619047619,1020.4666666666667,2010,201013,13,2010-04-03,1014.2380952380954
New Mexico,35,2010-04-03,11.061904761904762,1010.2,2010,201013,13,2010-04-03,1010.2428571428571
New York,36,2010-04-03,10.319047619047618,1014.2333333333332,2010,201013,13,2010-04-03,1013.7761904761907
North Carolina,37,2010-04-03,16.566666666666666,1017.8666666666667,2010,201013,13,2010-04-03,1014.0380952380953
North Dakota,38,2010-04-03,8.442857142857145,1001.6,2010,201013,13,2010-04-03,1001.7642857142857
Ohio,39,2010-04-03,12.823809523809524,1011.7333333333332,2010,201013,13,2010-04-03,1012.7952380952381
Oklahoma,40,2010-04-03,16.780952380952378,1011.3666666666667,2010,201013,13,2010-04-03,1009.1476190476191
Oregon,41,2010-04-03,6.980952380952381,1012.8000000000001,2010,201013,13,2010-04-03,1009.0952380952382
Pennsylvania,42,2010-04-03,11.619047619047619,1017.3333333333334,2010,201013,13,2010-04-03,1014.1952380952381
Rhode Island,44,2010-04-03,9.028571428571428,1020.7999999999998,2010,201013,13,2010-04-03,1017.0500000000001
South Carolina,45,2010-04-03,17.99047619047619,1019.2333333333332,2010,201013,13,2010-04-03,1014.8857142857144
South Dakota,46,2010-04-03,9.609523809523807,1003.5,2010,201013,13,2010-04-03,1002.8142857142857
Tennessee,47,2010-04-03,15.442857142857145,1014.4666666666667,2010,201013,13,2010-04-03,1013.8809523809523
Texas,48,2010-04-03,18.5047619047619,1013.0333333333333,2010,201013,13,2010-04-03,1013.4761904761906
Utah,49,2010-04-03,6.3619047619047615,1010.5,2010,201013,13,2010-04-03,1010.4666666666667
Vermont,50,2010-04-03,8.657142857142858,1014.4,2010,201013,13,2010-04-03,1015.2142857142856
Virginia,51,2010-04-03,13.738095238095239,1020.1,2010,201013,13,2010-04-03,1014.3619047619048
Washington,53,2010-04-03,6.133333333333333,1008.6999999999999,2010,201013,13,2010-04-03,1005.8999999999999
West Virginia,54,2010-04-03,14.457142857142857,1013.2999999999998,2010,201013,13,2010-04-03,1013.6000000000001
Wisconsin,55,2010-04-03,11.447619047619046,1006.3666666666667,2010,201013,13,2010-04-03,1008.5714285714287
Wyoming,56,2010-04-03,4.85,1004.9,2010,201013,13,2010-04-03,1004.8214285714286
Alabama,01,2010-04-10,18.838095238095235,1025.8,2010,201014,14,2010-04-10,1018.2880952380954
Alaska,02,2010-04-10,0.5380952380952382,1026.0,2010,201014,14,2010-04-10,1007.9809523809524
Arizona,04,2010-04-10,20.41904761904762,1011.5,2010,201014,14,2010-04-10,1011.647619047619
Arkansas,05,2010-04-10,16.72857142857143,1021.05,2010,201014,14,2010-04-10,1013.9071428571427
California,06,2010-04-10,14.70952380952381,1014.6333333333332,2010,201014,14,2010-04-10,1016.2333333333333
Colorado,08,2010-04-10,7.219047619047619,1017.0666666666666,2010,201014,14,2010-04-10,1010.9619047619047
Connecticut,09,2010-04-10,14.195238095238096,1018.7333333333332,2010,201014,14,2010-04-10,1011.6952380952382
Delaware,10,2010-04-10,17.757142857142856,1023.3,2010,201014,14,2010-04-10,1013.3285714285713
Florida,12,2010-04-10,22.447619047619046,1022.3666666666668,2010,201014,14,2010-04-10,1019.1619047619048
Georgia,13,2010-04-10,19.547619047619047,1025.0,2010,201014,14,2010-04-10,1017.9714285714284
Hawaii,15,2010-04-10,22.714285714285715,1017.5666666666666,2010,201014,14,2010-04-10,1017.952380952381
Idaho,16,2010-04-10,5.6380952380952385,1014.7000000000002,2010,201014,14,2010-04-10,1016.7285714285715
Illinois,17,2010-04-10,11.023809523809522,1020.6666666666666,2010,201014,14,2010-04-10,1011.2190476190478
Indiana,18,2010-04-10,15.390476190476193,1024.3,2010,201014,14,2010-04-10,1013.3523809523809
Iowa,19,2010-04-10,11.314285714285715,1019.5,2010,201014,14,2010-04-10,1010.4952380952382
Kansas,20,2010-04-10,15.823809523809526,1017.4666666666667,2010,201014,14,2010-04-10,1010.3904761904762
Kentucky,21,2010-04-10,17.152380952380955,1025.8,2010,201014,14,2010-04-10,1015.395238095238
Louisiana,22,2010-04-10,19.550000000000004,1023.15,2010,201014,14,2010-04-10,1017.3785714285714
Maine,23,2010-04-10,11.400000000000002,1011.7,2010,201014,14,2010-04-10,1010.5714285714284
Maryland,24,2010-04-10,18.985714285714284,1024.2333333333333,2010,201014,14,2010-04-10,1013.8880952380953
Massachusetts,25,2010-04-10,13.723809523809523,1015.7666666666668,2010,201014,14,2010-04-10,1011.4238095238095
Michigan,26,2010-04-10,11.714285714285714,1022.4,2010,201014,14,2010-04-10,1011.3238095238094
Minnesota,27,2010-04-10,9.742857142857144,1019.1999999999999,2010,201014,14,2010-04-10,1011.6523809523809
Mississippi,28,2010-04-10,19.24761904761905,1023.7333333333332,2010,201014,14,2010-04-10,1017.2285714285715
Missouri,29,2010-04-10,16.30952380952381,1020.2666666666668,2010,201014,14,2010-04-10,1011.647619047619
Montana,30,2010-04-10,3.7666666666666666,1020.2333333333332,2010,201014,14,2010-04-10,1014.6619047619048
Nebraska,31,2010-04-10,10.676190476190476,1018.7666666666668,2010,201014,14,2010-04-10,1010.6809523809525
Nevada,32,2010-04-10,13.3,1007.3333333333334,2010,201014,14,2010-04-10,1012.3619047619047
New Hampshire,33,2010-04-10,12.766666666666666,1013.9666666666667,2010,201014,14,2010-04-10,1011.2047619047618
New Jersey,34,2010-04-10,17.952380952380953,1020.5,2010,201014,14,2010-04-10,1011.9571428571428
New Mexico,35,2010-04-10,12.228571428571428,1012.2,2010,201014,14,2010-04-10,1011.4142857142858
New York,36,2010-04-10,13.200000000000001,1021.3333333333334,2010,201014,14,2010-04-10,1011.8333333333333
North Carolina,37,2010-04-10,19.923809523809524,1025.8,2010,201014,14,2010-04-10,1016.3666666666667
North Dakota,38,2010-04-10,6.952380952380952,1019.6,2010,201014,14,2010-04-10,1013.2642857142857
Ohio,39,2010-04-10,14.747619047619045,1025.3,2010,201014,14,2010-04-10,1013.7238095238096
Oklahoma,40,2010-04-10,17.18095238095238,1017.8333333333334,2010,201014,14,2010-04-10,1012.3714285714285
Oregon,41,2010-04-10,7.614285714285714,1010.2333333333332,2010,201014,14,2010-04-10,1016.9571428571428
Pennsylvania,42,2010-04-10,16.733333333333334,1023.4666666666666,2010,201014,14,2010-04-10,1013.147619047619
Rhode Island,44,2010-04-10,14.842857142857142,1016.6,2010,201014,14,2010-04-10,1011.7428571428572
South Carolina,45,2010-04-10,20.414285714285715,1025.6333333333334,2010,201014,14,2010-04-10,1018.5190476190476
South Dakota,46,2010-04-10,6.942857142857144,1020.6666666666666,2010,201014,14,2010-04-10,1013.2142857142857
Tennessee,47,2010-04-10,18.28095238095238,1025.0,2010,201014,14,2010-04-10,1016.3904761904762
Texas,48,2010-04-10,19.257142857142856,1020.1,2010,201014,14,2010-04-10,1015.2333333333335
Utah,49,2010-04-10,5.566666666666667,1013.7,2010,201014,14,2010-04-10,1014.7428571428571
Vermont,50,2010-04-10,11.728571428571428,1014.9,2010,201014,14,2010-04-10,1010.3714285714286
Virginia,51,2010-04-10,20.319047619047616,1025.3666666666666,2010,201014,14,2010-04-10,1015.6999999999999
Washington,53,2010-04-10,6.3571428571428585,1016.1999999999999,2010,201014,14,2010-04-10,1015.5666666666666
West Virginia,54,2010-04-10,17.242857142857144,1026.2666666666667,2010,201014,14,2010-04-10,1015.0714285714286
Wisconsin,55,2010-04-10,8.495238095238095,1019.3333333333334,2010,201014,14,2010-04-10,1011.2380952380952
Wyoming,56,2010-04-10,2.8785714285714286,1018.7,2010,201014,14,2010-04-10,1012.6714285714286
Alabama,01,2010-04-17,19.304761904761907,1016.5,2010,201015,15,2010-04-17,1023.7238095238093
Alaska,02,2010-04-17,3.7095238095238092,1003.3000000000001,2010,201015,15,2010-04-17,1012.9142857142858
Arizona,04,2010-04-17,21.942857142857147,1009.6,2010,201015,15,2010-04-17,1010.8285714285715
Arkansas,05,2010-04-17,18.3,1019.6,2010,201015,15,2010-04-17,1021.8285714285714
California,06,2010-04-17,14.433333333333334,1015.1333333333332,2010,201015,15,2010-04-17,1015.7333333333333
Colorado,08,2010-04-17,11.11904761904762,1019.1999999999999,2010,201015,15,2010-04-17,1014.9380952380952
Connecticut,09,2010-04-17,11.157142857142857,1007.2666666666668,2010,201015,15,2010-04-17,1022.4047619047617
Delaware,10,2010-04-17,13.642857142857144,1009.2,2010,201015,15,2010-04-17,1023.2714285714285
Florida,12,2010-04-17,21.866666666666667,1015.7333333333332,2010,201015,15,2010-04-17,1021.0809523809525
Georgia,13,2010-04-17,19.138095238095236,1014.3000000000001,2010,201015,15,2010-04-17,1023.7190476190475
Hawaii,15,2010-04-17,21.752380952380953,1019.3000000000001,2010,201015,15,2010-04-17,1018.8428571428573
Idaho,16,2010-04-17,10.928571428571429,1014.2000000000002,2010,201015,15,2010-04-17,1011.6285714285715
Illinois,17,2010-04-17,15.095238095238093,1020.7666666666668,2010,201015,15,2010-04-17,1023.0238095238094
Indiana,18,2010-04-17,16.404761904761905,1019.1666666666666,2010,201015,15,2010-04-17,1023.6904761904761
Iowa,19,2010-04-17,16.428571428571427,1023.6666666666666,2010,201015,15,2010-04-17,1022.0666666666666
Kansas,20,2010-04-17,18.561904761904763,1023.0,2010,201015,15,2010-04-17,1020.9238095238095
Kentucky,21,2010-04-17,18.185714285714287,1018.1333333333332,2010,201015,15,2010-04-17,1023.6047619047619
Louisiana,22,2010-04-17,20.328571428571426,1016.3499999999999,2010,201015,15,2010-04-17,1021.5785714285713
Maine,23,2010-04-17,6.457142857142856,1009.4,2010,201015,15,2010-04-17,1022.3142857142856
Maryland,24,2010-04-17,14.666666666666666,1010.1666666666666,2010,201015,15,2010-04-17,1023.6142857142858
Massachusetts,25,2010-04-17,9.08095238095238,1007.7333333333335,2010,201015,15,2010-04-17,1022.3285714285715
Michigan,26,2010-04-17,12.48095238095238,1016.5666666666666,2010,201015,15,2010-04-17,1024.442857142857
Minnesota,27,2010-04-17,13.685714285714287,1024.9333333333334,2010,201015,15,2010-04-17,1022.004761904762
Mississippi,28,2010-04-17,20.814285714285713,1016.5666666666666,2010,201015,15,2010-04-17,1022.2619047619048
Missouri,29,2010-04-17,18.17142857142857,1021.8333333333334,2010,201015,15,2010-04-17,1021.9952380952382
Montana,30,2010-04-17,6.814285714285714,1014.0333333333333,2010,201015,15,2010-04-17,1016.4714285714288
Nebraska,31,2010-04-17,16.814285714285713,1025.4333333333334,2010,201015,15,2010-04-17,1020.4714285714284
Nevada,32,2010-04-17,15.723809523809523,1011.4666666666667,2010,201015,15,2010-04-17,1010.1380952380953
New Hampshire,33,2010-04-17,7.128571428571428,1008.8,2010,201015,15,2010-04-17,1022.5238095238095
New Jersey,34,2010-04-17,12.88095238095238,1007.8000000000001,2010,201015,15,2010-04-17,1022.8619047619048
New Mexico,35,2010-04-17,15.77142857142857,1015.7,2010,201015,15,2010-04-17,1011.7857142857143
New York,36,2010-04-17,10.700000000000001,1009.1333333333333,2010,201015,15,2010-04-17,1023.0857142857143
North Carolina,37,2010-04-17,16.96190476190476,1010.7666666666668,2010,201015,15,2010-04-17,1023.7333333333333
North Dakota,38,2010-04-17,10.714285714285714,1026.5,2010,201015,15,2010-04-17,1019.8785714285714
Ohio,39,2010-04-17,13.619047619047619,1016.7333333333335,2010,201015,15,2010-04-17,1024.1761904761904
Oklahoma,40,2010-04-17,18.633333333333333,1020.1333333333333,2010,201015,15,2010-04-17,1020.242857142857
Oregon,41,2010-04-17,11.238095238095239,1016.3333333333334,2010,201015,15,2010-04-17,1013.6761904761904
Pennsylvania,42,2010-04-17,12.60952380952381,1010.5333333333333,2010,201015,15,2010-04-17,1023.5761904761904
Rhode Island,44,2010-04-17,10.628571428571428,1007.4,2010,201015,15,2010-04-17,1022.4428571428571
South Carolina,45,2010-04-17,17.961904761904762,1013.2333333333332,2010,201015,15,2010-04-17,1024.3428571428572
South Dakota,46,2010-04-17,12.366666666666665,1025.1666666666667,2010,201015,15,2010-04-17,1018.7142857142859
Tennessee,47,2010-04-17,19.595238095238095,1016.8333333333334,2010,201015,15,2010-04-17,1023.2095238095237
Texas,48,2010-04-17,19.976190476190478,1014.4,2010,201015,15,2010-04-17,1018.8619047619047
Utah,49,2010-04-17,11.27142857142857,1012.9,2010,201015,15,2010-04-17,1011.7571428571428
Vermont,50,2010-04-17,6.8809523809523805,1005.7,2010,201015,15,2010-04-17,1021.9428571428572
Virginia,51,2010-04-17,15.719047619047618,1008.9,2010,201015,15,2010-04-17,1023.5904761904764
Washington,53,2010-04-17,10.838095238095239,1015.4,2010,201015,15,2010-04-17,1013.6999999999999
West Virginia,54,2010-04-17,15.533333333333333,1015.2333333333332,2010,201015,15,2010-04-17,1023.7476190476191
Wisconsin,55,2010-04-17,12.547619047619047,1020.8000000000001,2010,201015,15,2010-04-17,1023.4857142857143
Wyoming,56,2010-04-17,7.8999999999999995,1017.45,2010,201015,15,2010-04-17,1014.7428571428571
Alabama,01,2010-04-24,17.74285714285714,1007.8,2010,201016,16,2010-04-24,1013.1428571428571
Alaska,02,2010-04-24,5.733333333333334,1014.3000000000001,2010,201016,16,2010-04-24,1006.952380952381
Arizona,04,2010-04-24,20.13809523809524,1014.4333333333334,2010,201016,16,2010-04-24,1009.0142857142856
Arkansas,05,2010-04-24,16.021428571428572,998.8,2010,201016,16,2010-04-24,1011.0357142857143
California,06,2010-04-24,14.51904761904762,1019.6666666666666,2010,201016,16,2010-04-24,1013.6380952380952
Colorado,08,2010-04-24,9.057142857142855,1010.1,2010,201016,16,2010-04-24,1007.1238095238097
Connecticut,09,2010-04-24,11.976190476190478,1016.7333333333332,2010,201016,16,2010-04-24,1011.2809523809525
Delaware,10,2010-04-24,12.628571428571428,1017.9,2010,201016,16,2010-04-24,1013.3571428571428
Florida,12,2010-04-24,22.04285714285714,1015.1666666666666,2010,201016,16,2010-04-24,1013.9571428571428
Georgia,13,2010-04-24,18.252380952380953,1012.1999999999999,2010,201016,16,2010-04-24,1013.3142857142857
Hawaii,15,2010-04-24,23.285714285714285,1019.1666666666666,2010,201016,16,2010-04-24,1018.9238095238095
Idaho,16,2010-04-24,12.89047619047619,1016.6,2010,201016,16,2010-04-24,1007.6857142857143
Illinois,17,2010-04-24,10.00952380952381,1002.6,2010,201016,16,2010-04-24,1014.2380952380953
Indiana,18,2010-04-24,13.70952380952381,1004.45,2010,201016,16,2010-04-24,1013.4261904761904
Iowa,19,2010-04-24,13.404761904761903,999.3333333333334,2010,201016,16,2010-04-24,1012.1809523809524
Kansas,20,2010-04-24,15.461904761904762,996.8000000000001,2010,201016,16,2010-04-24,1010.1142857142858
Kentucky,21,2010-04-24,14.742857142857142,1005.75,2010,201016,16,2010-04-24,1013.3119047619047
Louisiana,22,2010-04-24,20.37857142857143,1003.35,2010,201016,16,2010-04-24,1011.5285714285714
Maine,23,2010-04-24,9.87142857142857,1014.3,2010,201016,16,2010-04-24,1010.24
Maryland,24,2010-04-24,12.885714285714286,1017.4666666666667,2010,201016,16,2010-04-24,1013.8333333333334
Massachusetts,25,2010-04-24,11.219047619047618,1015.6,2010,201016,16,2010-04-24,1010.2571428571429
Michigan,26,2010-04-24,9.742857142857144,1010.5333333333333,2010,201016,16,2010-04-24,1015.4761904761906
Minnesota,27,2010-04-24,12.214285714285717,1003.8666666666667,2010,201016,16,2010-04-24,1013.5333333333334
Mississippi,28,2010-04-24,20.31904761904762,1002.8333333333334,2010,201016,16,2010-04-24,1011.7047619047619
Missouri,29,2010-04-24,15.004761904761905,997.35,2010,201016,16,2010-04-24,1010.95
Montana,30,2010-04-24,12.22857142857143,1013.5,2010,201016,16,2010-04-24,1009.047619047619
Nebraska,31,2010-04-24,13.752380952380951,997.0,2010,201016,16,2010-04-24,1010.5714285714286
Nevada,32,2010-04-24,15.09047619047619,1014.5,2010,201016,16,2010-04-24,1007.447619047619
New Hampshire,33,2010-04-24,10.338095238095239,1015.3000000000001,2010,201016,16,2010-04-24,1010.004761904762
New Jersey,34,2010-04-24,13.223809523809523,1017.4,2010,201016,16,2010-04-24,1012.1571428571427
New Mexico,35,2010-04-24,12.671428571428573,1006.5,2010,201016,16,2010-04-24,1006.7571428571429
New York,36,2010-04-24,10.11904761904762,1015.9333333333334,2010,201016,16,2010-04-24,1013.4809523809523
North Carolina,37,2010-04-24,15.395238095238097,1013.9333333333334,2010,201016,16,2010-04-24,1013.6380952380952
North Dakota,38,2010-04-24,12.79047619047619,1008.0999999999999,2010,201016,16,2010-04-24,1013.2214285714284
Ohio,39,2010-04-24,11.142857142857142,1009.3000000000001,2010,201016,16,2010-04-24,1014.5047619047618
Oklahoma,40,2010-04-24,16.676190476190477,997.8333333333334,2010,201016,16,2010-04-24,1009.8095238095239
Oregon,41,2010-04-24,11.338095238095237,1025.1666666666667,2010,201016,16,2010-04-24,1015.7857142857143
Pennsylvania,42,2010-04-24,11.876190476190477,1016.0,2010,201016,16,2010-04-24,1013.5190476190476
Rhode Island,44,2010-04-24,12.285714285714283,1016.0,2010,201016,16,2010-04-24,1010.4142857142858
South Carolina,45,2010-04-24,18.557142857142857,1014.9666666666667,2010,201016,16,2010-04-24,1013.947619047619
South Dakota,46,2010-04-24,11.633333333333335,1005.3666666666667,2010,201016,16,2010-04-24,1011.3714285714286
Tennessee,47,2010-04-24,16.795238095238098,1004.6333333333333,2010,201016,16,2010-04-24,1012.657142857143
Texas,48,2010-04-24,19.447619047619046,1003.5666666666667,2010,201016,16,2010-04-24,1009.9904761904762
Utah,49,2010-04-24,11.157142857142858,1015.5,2010,201016,16,2010-04-24,1006.8000000000001
Vermont,50,2010-04-24,9.39047619047619,1015.6,2010,201016,16,2010-04-24,1011.2
Virginia,51,2010-04-24,14.309523809523808,1016.8666666666667,2010,201016,16,2010-04-24,1013.9
Washington,53,2010-04-24,11.4,1020.2333333333332,2010,201016,16,2010-04-24,1013.3857142857142
West Virginia,54,2010-04-24,12.976190476190476,1009.9666666666667,2010,201016,16,2010-04-24,1013.8666666666666
Wisconsin,55,2010-04-24,8.223809523809523,1006.3333333333334,2010,201016,16,2010-04-24,1015.4380952380952
Wyoming,56,2010-04-24,7.735714285714286,1012.3,2010,201016,16,2010-04-24,1007.6928571428571
Alabama,01,2010-05-01,18.471428571428568,1010.2000000000002,2010,201017,17,2010-05-01,1009.7857142857143
Alaska,02,2010-05-01,8.376190476190477,1010.0333333333333,2010,201017,17,2010-05-01,1004.395238095238
Arizona,04,2010-05-01,21.85238095238095,1006.2333333333332,2010,201017,17,2010-05-01,1007.3476190476191
Arkansas,05,2010-05-01,16.27857142857143,1002.05,2010,201017,17,2010-05-01,1006.0714285714286
California,06,2010-05-01,14.838095238095239,1014.0999999999999,2010,201017,17,2010-05-01,1015.1761904761905
Colorado,08,2010-05-01,7.728571428571428,1003.1666666666666,2010,201017,17,2010-05-01,1004.5904761904761
Connecticut,09,2010-05-01,11.695238095238096,1009.6666666666666,2010,201017,17,2010-05-01,1002.5809523809523
Delaware,10,2010-05-01,13.542857142857144,1010.3,2010,201017,17,2010-05-01,1004.5285714285714
Florida,12,2010-05-01,23.37142857142857,1015.7333333333332,2010,201017,17,2010-05-01,1012.3857142857142
Georgia,13,2010-05-01,18.690476190476193,1013.1999999999999,2010,201017,17,2010-05-01,1009.6238095238095
Hawaii,15,2010-05-01,24.29047619047619,1018.1,2010,201017,17,2010-05-01,1021.1666666666667
Idaho,16,2010-05-01,9.276190476190477,1011.9,2010,201017,17,2010-05-01,1010.7
Illinois,17,2010-05-01,14.085714285714285,1001.9666666666667,2010,201017,17,2010-05-01,1003.1428571428571
