model,location,target,target_end_date,horizon,output_type,quantile_level,predicted,observed
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.05,2065,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.1,2494,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.15,2814,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.2,3104,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.25,3370,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.3,3619,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.35,3840,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.4,4081,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.45,4306,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.5,4536,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.55,4769,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.6,4994,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.65,5240,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.7,5501,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.75,5769,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.8,6057,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.85,6394,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.9,6792,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.95,7468,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.975,8052,2943.0
with_signals,US,wk inc flu hosp,2024-04-20,28,quantile,0.99,8872,2943.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.01,1227,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.025,1474,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.05,1738,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.1,2106,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.15,2376,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.2,2627,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.25,2863,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.3,3075,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.35,3265,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.4,3439,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.45,3632,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.5,3805,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.55,3984,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.6,4172,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.65,4357,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.7,4554,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.75,4776,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.8,5020,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.85,5309,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.9,5665,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.95,6194,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.975,6665,2420.0
with_signals,US,wk inc flu hosp,2024-04-27,29,quantile,0.99,7221,2420.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.01,1022,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.025,1228,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.05,1433,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.1,1737,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.15,1966,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.2,2153,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.25,2340,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.3,2499,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.35,2660,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.4,2812,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.45,2954,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.5,3094,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.55,3235,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.6,3399,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.65,3559,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.7,3715,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.75,3890,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.8,4088,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.85,4331,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.9,4633,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.95,5108,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.975,5565,1485.0
with_signals,US,wk inc flu hosp,2024-05-04,30,quantile,0.99,6034,1485.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.01,835,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.025,1011,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.05,1184,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.1,1435,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.15,1625,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.2,1784,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.25,1933,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.3,2059,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.35,2177,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.4,2306,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.45,2428,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.5,2543,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.55,2657,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.6,2778,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.65,2899,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.7,3024,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.75,3178,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.8,3348,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.85,3550,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.9,3797,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.95,4194,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.975,4541,852.0
with_signals,US,wk inc flu hosp,2024-05-11,31,quantile,0.99,4954,852.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.01,1275,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.025,1426,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.05,1558,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.1,1718,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.15,1843,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.2,1949,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.25,2039,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.3,2125,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.35,2202,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.4,2276,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.45,2355,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.5,2437,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.55,2516,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.6,2606,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.65,2701,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.7,2798,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.75,2910,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.8,3031,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.85,3189,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.9,3392,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.95,3710,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.975,3967,682.0
with_signals,US,wk inc flu hosp,2024-05-18,32,quantile,0.99,4264,682.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.01,65,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.025,86,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.05,106,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.1,135,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.15,159,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.2,182,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.25,202,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.3,223,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.35,245,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.4,267,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.45,290,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.5,315,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.55,341,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.6,371,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.65,408,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.7,446,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.75,491,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.8,547,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.85,623,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.9,712,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.95,835,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.975,923,1110.0
without_signals,US,wk inc flu hosp,2023-10-07,0,quantile,0.99,1055,1110.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.01,92,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.025,118,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.05,141,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.1,173,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.15,201,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.2,224,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.25,248,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.3,271,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.35,295,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.4,319,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.45,347,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.5,375,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.55,406,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.6,439,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.65,482,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.7,525,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.75,583,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.8,659,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.85,762,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.9,929,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.95,1237,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.975,1621,1215.0
without_signals,US,wk inc flu hosp,2023-10-14,1,quantile,0.99,2257,1215.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.01,86,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.025,110,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.05,135,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.1,175,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.15,209,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.2,242,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.25,275,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.3,311,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.35,347,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.4,387,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.45,435,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.5,487,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.55,545,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.6,615,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.65,697,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.7,802,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.75,942,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.8,1115,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.85,1390,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.9,1916,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.95,3112,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.975,5010,1470.0
without_signals,US,wk inc flu hosp,2023-10-21,2,quantile,0.99,8340,1470.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.01,74,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.025,100,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.05,125,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.1,168,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.15,205,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.2,243,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.25,288,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.3,334,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.35,385,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.4,440,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.45,507,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.5,590,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.55,688,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.6,807,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.65,947,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.7,1156,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.75,1445,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.8,1841,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.85,2549,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.9,3894,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.95,7733,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.975,14291,1614.0
without_signals,US,wk inc flu hosp,2023-10-28,3,quantile,0.99,28069,1614.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.01,65,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.025,85,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.05,111,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.1,157,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.15,200,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.2,245,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.25,301,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.3,360,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.35,428,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.4,512,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.45,613,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.5,742,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.55,899,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.6,1116,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.65,1372,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.7,1744,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.75,2322,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.8,3207,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.85,4867,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.9,8442,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.95,18732,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.975,33132,2014.0
without_signals,US,wk inc flu hosp,2023-11-04,4,quantile,0.99,58155,2014.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.01,51,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.025,70,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.05,95,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.1,142,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.15,193,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.2,247,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.25,310,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.3,384,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.35,475,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.4,580,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.45,719,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.5,891,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.55,1132,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.6,1445,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.65,1926,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.7,2664,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.75,3710,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.8,5364,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.85,8586,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.9,15439,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.95,33491,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.975,54848,2775.0
without_signals,US,wk inc flu hosp,2023-11-11,5,quantile,0.99,79559,2775.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.01,38,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.025,56,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.05,78,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.1,123,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.15,177,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.2,239,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.25,311,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.3,401,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.35,512,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.4,660,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.45,835,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.5,1102,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.55,1460,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.6,1942,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.65,2678,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.7,3699,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.75,5493,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.8,8609,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.85,14116,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.9,25139,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.95,45497,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.975,62549,3491.0
without_signals,US,wk inc flu hosp,2023-11-18,6,quantile,0.99,88122,3491.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.01,31,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.025,47,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.05,69,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.1,118,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.15,173,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.2,238,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.25,327,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.3,434,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.35,580,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.4,759,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.45,1015,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.5,1362,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.55,1862,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.6,2646,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.65,3784,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.7,5450,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.75,8477,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.8,13223,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.85,20960,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.9,31800,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.95,49537,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.975,65558,4386.0
without_signals,US,wk inc flu hosp,2023-11-25,7,quantile,0.99,85361,4386.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.01,26,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.025,41,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.05,64,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.1,113,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.15,170,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.2,246,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.25,343,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.3,485,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.35,668,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.4,901,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.45,1235,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.5,1698,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.55,2403,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.6,3555,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.65,5279,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.7,8129,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.75,12508,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.8,18290,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.85,25789,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.9,34550,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.95,48589,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.975,62470,5961.0
without_signals,US,wk inc flu hosp,2023-12-02,8,quantile,0.99,79200,5961.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.01,20,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.025,33,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.05,52,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.1,99,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.15,161,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.2,242,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.25,361,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.3,511,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.35,718,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.4,1038,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.45,1443,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.5,2105,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.55,3112,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.6,4790,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.65,7255,7510.0
without_signals,US,wk inc flu hosp,2023-12-09,9,quantile,0.7,10904,7510.0
